seq1	lang1	label1
eventually , they will have a show@@ down , but , by then , your senses are as mu@@ shy as pe@@ as and you do n't care who fires the winning shot	en	0
as warm as it is wise , def@@ tly setting off upro@@ arious humor with an underlying seri@@ ousness that sne@@ aks up on the viewer , providing an experience that is rich@@ er than anticipated	en	1
god@@ ard 's ode to tack@@ ling life 's wonder@@ ment is a ram@@ bling and in@@ coherent manifesto about the vagu@@ eness of top@@ ical excess in praise of love remains a pon@@ der@@ ous and preten@@ tious endeavor that 's un@@ focused and te@@ di@@ ously exasper@@ ating	en	0
this ready made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goo@@ fy l@@ rb if not entirely whole@@ some rr@@ b fun	en	1
hampered no , paralyzed by a self indul@@ gent script that aims for poetry and ends up sounding like satire	en	0
although sensitive to a fault , it 's often over@@ written , with a sur@@ fe@@ it of weigh@@ ty revelations , flow@@ ery dialogue , and nostal@@ gia for the past and roads not taken	en	0
several un@@ interesting , un@@ like@@ able people do bad things to and with each other in " un@@ faithful " 	en	0
a low rate annie featuring some kid who ca n't act , only echoes of jordan , and weir@@ do actor cri@@ spin glover scre@@ wing things up old school	en	0
this version does justice both to stevenson and to the sci fi genre	en	1
surprisingly , considering that baird is a former film editor , the movie is rather chop@@ py	en	0
directing with a sure and measured hand , l@@ rb han@@ e@@ ke rr@@ b ste@@ ers clear of the sens@@ ational and offers instead an un@@ flin@@ ching and objective look at a deci@@ dedly per@@ verse pathology	en	1
it was n't the subject matter that ultimately defeated the film it was the un@@ fulfilling , in@@ con@@ gru@@ ous , " wait a second , did i miss something ? " 	en	0
wi@@ seman is patient and un@@ com@@ promising , letting his camera observe and record the lives of women torn apart by a legacy of abuse	en	1
it 's a compelling and horri@@ fying story , and the lar@@ amie project is worth@@ while for reminding us that this sort of thing does , in fact , still happen in america	en	1
ub equally spo@@ of@@ s and celebrates the more ou@@ tre aspects of ' black culture ' and the dor@@ ki@@ er aspects of ' white culture , ' even as it points out how in@@ separ@@ able the two are	en	1
full frontal , which opens today nationwide , could almost be classified as a movie industry satire , but it lacks the generous inclu@@ si@@ veness that is the genre 's definitive , if dis@@ ingen@@ uous , feature	en	0
ultimately the movie is too head@@ y for children , and too pre@@ ach@@ y for adults	en	0
could n't someone take rob schneider and have him switch bodies with a funny person ?	en	0
in the wrong hands , i e pe@@ plo@@ e 's , it 's simply un@@ bearable	en	0
what saves it and makes it one of the better video game based flic@@ ks , is that the film acknowle@@ dges up@@ front that the plot makes no sense , such that the lack of lin@@ ear@@ ity is the point of emotional and moral departure for protagonist alice	en	1
like an after@@ school special with costumes by gi@@ anni vers@@ ace , mad love looks better than it feels	en	0
a strong script , powerful direction and splendid production design allows us to be transported into the life of w@@ lady@@ slaw sz@@ pil@@ man , who is not only a pianist , but a good human being	en	1
miller tells this very compelling tale with little fuss or noise , exper@@ tly plu@@ cking tension from quiet	en	1
it has no affect on the kur@@ ds , but it wore me down	en	0
the wan@@ ton slip@@ per@@ iness of corpus and its ami@@ able jerking and re@@ shaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art	en	1
the real star of this movie is the score , as in the songs translate well to film , and it 's really well directed	en	1
instead of letting the laughs come as they may , lawrence unle@@ ashes his trademark mis@@ o@@ gy@@ ny er , comedy like a human volcano or an over@@ flowing sep@@ tic tank , take your pick	en	0
this tu@@ x@@ edo should have been sent back to the tail@@ or for some major alterations	en	0
ever see one of those comedies that just seem like a bad idea from frame one ?	en	0
the film is impressive for the sights and sounds of the won@@ dr@@ ous beats the world has to offer	en	1
for most of its footage , the new thriller proves that director m night sh@@ yam@@ alan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machi@@ smo	en	1
down@@ right transparent is the script 's endless assault of embarras@@ singly ham fi@@ sted sex jokes that re@@ ek of a script re@@ write designed to garner the film a " cooler " pg 13 rating	en	0
the performances are so over@@ stated , the effect comes off as self parody	en	0
in terms of execution this movie is car@@ eless and un@@ focused	en	0
the story ultimately takes hold and gri@@ ps hard	en	1
the whole movie is simply a lazy exercise in bad film@@ making that asks you to not only susp@@ end your disbelief but your intelligence as well	en	0
it puts washington , as honest working man john q archibald , on a pedest@@ al , then keeps lifting the pedest@@ al higher	en	1
i have not been this disappointed by a movie in a long time	en	0
an alternately fascinating and frustr@@ ating documentary	en	1
a directorial tour de force by bernard rose , iv@@ ans x@@ tc	en	1
unfortunately , one hour photo lives down to its title	en	0
for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big let@@ down	en	0
beautifully produced	en	1
a compelling coming of age drama about the ar@@ duous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and dom@@ ine@@ ering mother 's hold over her	en	1
lee 's achievement extends to his supp@@ le understanding of the role that brown played in american culture as an athlete , a movie star , and an image of black in@@ dom@@ it@@ ability	en	1
it 's definitely an improvement on the first blade , since it does n't take itself so deadly seriously	en	1
yet this one makes up for in heart what it lacks in outright new@@ ness	en	1
the most memorable moment was when green threw medical equipment at a window not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	en	0
the premise of " abandon " holds promise , but its delivery is a complete mess	en	0
sh@@ yam@@ alan offers cop@@ ious hints along the way myri@@ ad signs , if you will that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes	en	1
call me a cy@@ nic , but there 's something aw@@ fully deadly about any movie with a life affir@@ ming message	en	0
we started to wonder if some unpaid intern had just typed ' chris rock , ' ' anthony hopkins ' and ' terrorists ' into some uni@@ vac like script machine	en	0
it 's hard to imagine that even very small children will be impressed by this tired re@@ tre@@ ad	en	0
the art direction is often exquisite , and the anthro@@ pom@@ or@@ phic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual dvd release will offer sub@@ titles and the original italian language soundtrack	en	1
the problem with movies about angels is they have a tendency to slip into hok@@ um	en	0
lazy film@@ making , with the director taking a hands off approach when he should have shaped the story to show us why it 's compelling	en	0
like smoke signals , the film is also im@@ bu@@ ed with strong themes of famili@@ al ties and spirituality that are powerful and moving without stoo@@ ping to base melo@@ drama	en	1
as with so many merchandi@@ sed to the max movies of this type , more time appears to have gone into recruiting the right bands for the play@@ list and the costum@@ ing of the stars than into the script , which has a handful of smart jokes and not much else	en	0
the film 's images give a backbone to the company and provide an emotional edge to its ultimate demise	en	1
stuffed to the bri@@ m with ideas , american insti@@ gator michael moore 's film is a ram@@ bling examination of american gun culture that uses his usual mo@@ dus oper@@ andi of cruci@@ fi@@ xion through ju@@ x@@ ta@@ position	en	1
press the dele@@ te key	en	0
the kind of entertainment that parents love to have their kids see	en	1
for all its visual pan@@ ache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son	en	1
im@@ amura has said that warm water under a red bridge is a poem to the enduring strengths of women	en	1
a gr@@ ating , em@@ aci@@ ated flick	en	0
it 's plo@@ tless , sha@@ p@@ eless and yet , it must be admitted , not entirely humor@@ less	en	0
with a tone as variable as the cinematography , sch@@ a@@ eff@@ er 's film never sett@@ les into the light foo@@ ted enchan@@ tment the material needs , and the characters ' quir@@ ks and fo@@ ib@@ les never j@@ ell into charm	en	0
a very slow , un@@ event@@ ful ride around a pretty tat@@ tered old car@@ ou@@ sel	en	0
jackson is always watch@@ able	en	1
show@@ time is a fine looking film with a boun@@ cy score and a clutch of lively songs for de@@ ft punctu@@ ation	en	1
mi@@ b ii is a movie that makes it possible for the viewer to do@@ ze off for a few minutes or make several runs to the concession stand and or rest@@ room and not feel as if he or she has missed anything	en	0
bright , intelligent , and human@@ ly funny film	en	1
too bad kramer could n't make a guest appearance to li@@ ven things up	en	0
